"","X.1","X","env","ALT","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","n","N","RTA","VPD","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE","PTR","PTT"
"813",813,813,"IAH3.2021",271,-92.19854,42.00092,2021,7,1,182,"2021-07-01",25.03,30.73,18.14,0,2.32,62.69,16.67,361.85,28.83,57,10.3818449734693,15.0095152209939,41.6808693374903,1.35549158571759,0.183352779359166,13.1277333110241,-13.1277333110241,16.435,0.747045454545455,12.59,0.913265300942738,246.681382657035
"814",814,814,"IAH3.2021",271,-92.19854,42.00092,2021,7,2,183,"2021-07-02",24.24,29.82,17.58,0,1.85,60.5,15.65,355.5,27.94,58,10.0643360791464,14.9983801213201,41.6375941039943,1.32670447437232,0.176433656199744,12.665726605347,-12.665726605347,15.7,0.713636363636364,12.24,0.955310835752873,235.474567904726
"815",815,815,"IAH3.2021",271,-92.19854,42.00092,2021,7,3,184,"2021-07-03",23.96,31.3,15.51,0,1.48,59.25,14.37,358.19,26.88,59,9.68558027652671,14.9862194768928,41.5906500217802,1.52857800755085,0.173719211750547,12.1627460752612,-12.1627460752612,15.405,0.700227272727273,15.79,0.972815285744421,230.862711041534
"816",816,816,"IAH3.2021",271,-92.19854,42.00092,2021,7,4,185,"2021-07-04",26.28,33.47,18.23,0.25,3.13,63.62,18.04,377.3,26.15,60,9.42572574799289,14.9730424760639,41.5400438350803,1.5599191575005,0.197318394594039,12.0044617997721,-11.7544617997721,17.85,0.811363636363636,15.24,0.838825909023188,267.268808197741
"817",817,817,"IAH3.2021",271,-92.19854,42.00092,2021,7,5,186,"2021-07-05",28.01,34.82,20.99,0.09,3.51,64.88,19.77,402.18,26.25,61,9.46517152561809,14.9588589949001,41.4857826457072,1.72097830909128,0.219188000933642,12.1804340014838,-12.0904340014838,19.905,0.904772727272727,13.83,0.751512634760115,297.756088293486
"818",818,818,"IAH3.2021",271,-92.19854,42.00092,2021,7,6,187,"2021-07-06",28.36,34.52,22.65,0.05,3.47,60.94,19.37,406.45,26,62,9.37860508243144,14.9436795712969,41.4278739150183,1.86417120665822,0.226858603378425,12.1042867790168,-12.0542867790168,20.585,0.935681818181818,11.87,0.725949942739709,307.615643975147
"819",819,819,"IAH3.2021",271,-92.19854,42.00092,2021,7,7,188,"2021-07-07",23.4,28.51,17.33,0.84,2.47,72.06,17.85,412.44,9.29,63,3.35240358661153,14.9275153777283,41.366325466578,0.891499425515865,0.169333067559118,4.19056218712968,-3.35056218712968,14.92,0.678181818181818,11.18,1.00050371164399,222.718529435706
"820",820,820,"IAH3.2021",271,-92.19854,42.00092,2021,7,8,189,"2021-07-08",21.46,27.01,15.41,0.01,1.58,68.62,14.84,380.85,17.27,64,6.23474793100326,14.910378192777,41.3011454895856,0.971268179753221,0.154606419198218,7.70032328852356,-7.69032328852356,13.21,0.600454545454545,11.6,1.12871901535026,196.966095926584
"821",821,821,"IAH3.2021",271,-92.19854,42.00092,2021,7,9,190,"2021-07-09",22.05,28.54,17.33,9.17,3.15,80.19,18.23,400.57,12.84,65,4.63754587242099,14.8922803715884,41.2323425431417,0.845466625273174,0.169467307057112,5.79246953605035,3.37753046394965,14.935,0.678863636363636,11.21,0.997139629835179,222.416207349673
"822",822,822,"IAH3.2021",271,-92.19854,42.00092,2021,7,10,191,"2021-07-10",19.11,22.1,16.74,15.21,3.62,82.19,15.87,400.29,9.87,66,3.56654745181456,14.8732348153961,41.1599255614199,0.479801351959749,0.140365288391121,4.34237305166481,10.8676269483352,11.42,0.519090909090909,5.36,1.30238483497339,169.852341591823
"823",823,823,"IAH3.2021",271,-92.19854,42.00092,2021,7,11,192,"2021-07-11",20.98,27.23,16.26,0.47,3.59,66,13.9,356.3,24.6,67,8.89375247243664,14.8532549402663,41.083903859812,1.14292041571994,0.159092720796517,11.0098022806711,-10.5398022806711,13.745,0.624772727272727,10.97,1.08062967917543,204.15798915396
"824",824,824,"IAH3.2021",271,-92.19854,42.00092,2021,7,12,193,"2021-07-12",20.51,25.65,14.71,0.62,1.88,74.69,15.66,388.98,17.84,68,6.4532083182786,14.8323546452102,41.0042871421103,0.703945290781301,0.146269864624127,7.89477957801539,-7.27477957801539,12.18,0.553636363636364,10.94,1.21776310716011,180.65807957866
"825",825,825,"IAH3.2021",271,-92.19854,42.00092,2021,7,13,194,"2021-07-13",23.65,30.15,16.04,0.11,2.12,68.25,16.62,390.53,23.5,69,8.50534340054982,14.8105482798093,40.9210855087897,1.15972926808932,0.170904792137363,10.6124131470172,-10.5024131470172,15.095,0.686136363636364,14.11,0.98115589796683,223.565226283721
"826",826,826,"IAH3.2021",271,-92.19854,42.00092,2021,7,14,195,"2021-07-14",24.55,29.47,20.23,21.25,3.46,82.75,21.33,404.66,7.13,70,2.58207806713708,14.7878506115,40.8343094664448,0.705886308476684,0.187359522844561,3.25459512707506,17.9954048729249,16.85,0.765909090909091,9.24,0.877617246973294,249.175282803775
"827",827,827,"IAH3.2021",271,-92.19854,42.00092,2021,7,15,196,"2021-07-15",20.98,25.09,16.94,12.01,2.17,81.25,17.39,375.84,20.48,71,7.4212794965859,14.7642767926569,40.7439699384341,0.571425892210177,0.152998040414581,9.11887593329656,2.89112406670344,13.015,0.591590909090909,8.15,1.13440467096864,192.15706245643
"828",828,828,"IAH3.2021",271,-92.19854,42.00092,2021,7,16,197,"2021-07-16",21.64,27.1,15.87,0.14,2.03,75.38,16.76,359.74,24.89,72,9.02518989105763,14.7398423276129,40.6500782767789,0.786297727887194,0.156898917003309,11.1194725548067,-10.9794725548067,13.485,0.612954545454545,11.23,1.09305467761312,198.76677378786
"829",829,829,"IAH3.2021",271,-92.19854,42.00092,2021,7,17,198,"2021-07-17",22.74,28.1,16.65,0,1.4,68.25,16.17,373.65,23.86,73,8.65762179228684,14.7145630397491,40.552646275355,1.01042248233884,0.164516190436762,10.7243648642006,-10.7243648642006,14.375,0.653409090909091,11.45,1.0236217766782,211.521843696393
"830",830,830,"IAH3.2021",271,-92.19854,42.00092,2021,7,18,199,"2021-07-18",22.55,28.52,15.66,0,1.77,69,15.91,368.38,25.1,74,9.11408784772548,14.6884550387789,40.4516861844115,1.02964050029449,0.162043690325101,11.2601152147951,-11.2601152147951,14.09,0.640454545454545,12.86,1.04247374299353,206.960331496395
"831",831,831,"IAH3.2021",271,-92.19854,42.00092,2021,7,19,200,"2021-07-19",24.32,30.51,17.84,0,1.34,67.06,17.21,379.96,24.31,75,8.83386736918117,14.6615346883503,40.3472107264424,1.24233723117768,0.180879517111962,11.0522875372142,-11.0522875372142,16.175,0.735227272727273,12.67,0.906431819990745,237.150323584066
"832",832,832,"IAH3.2021",271,-92.19854,42.00092,2021,7,20,201,"2021-07-20",25.63,31.72,18.76,0,1.31,58.94,16.48,398.2,22.65,76,8.23713488198291,14.6338185740778,40.2392331134283,1.547543108682,0.191191884446401,10.3622097032854,-10.3622097032854,17.24,0.783636363636364,12.96,0.848829383647204,252.287032217101
"833",833,833,"IAH3.2021",271,-92.19854,42.00092,2021,7,21,202,"2021-07-21",25.76,31.87,19.35,0.01,1.22,65.19,18.1,405.36,17.73,77,6.45319697799578,14.6053234721114,40.1277670654585,1.40584750904338,0.194888535432589,8.12831674912133,-8.11831674912133,17.61,0.800454545454545,12.52,0.829376687797354,257.199746343882
"834",834,834,"IAH3.2021",271,-92.19854,42.00092,2021,7,22,203,"2021-07-22",25.58,31.05,19.77,0,2.64,72.38,19.77,402.56,19.04,78,6.93598340040489,14.5760663183435,40.0128268307359,1.10006413632389,0.192882944292585,8.71907546179531,-8.71907546179531,17.41,0.791363636363636,11.28,0.8372237977222,253.76931460236
"835",835,835,"IAH3.2021",271,-92.19854,42.00092,2021,7,23,204,"2021-07-23",27.58,34.11,20.56,0,3.08,67.38,20.08,400.47,25.3,79,9.22473261247699,14.5460641783435,39.8944272069552,1.53631557231195,0.212927257433827,11.7060988321043,-11.7060988321043,19.335,0.878863636363636,13.55,0.752317774933721,281.248150888272
"836",836,836,"IAH3.2021",271,-92.19854,42.00092,2021,7,24,205,"2021-07-24",28.49,35.55,22.33,0.32,2.98,64.44,20.38,403.12,24.06,80,8.78089653706513,14.5153342181056,39.772583564041,1.85281274085885,0.23095185027376,11.2198931460599,-10.8998931460599,20.94,0.951818181818182,13.22,0.693186925410965,303.951098527131
"837",837,837,"IAH3.2021",271,-92.19854,42.00092,2021,7,25,206,"2021-07-25",26.85,33.45,19.81,0,1.48,44.88,12.39,379.68,23.53,81,8.59594262838458,14.4838936756853,39.6473118682183,2.29559957181846,0.205392308717784,10.8473555985081,-10.8473555985081,18.63,0.846818181818182,13.64,0.777450009430236,269.834939178017
"838",838,838,"IAH3.2021",271,-92.19854,42.00092,2021,7,26,207,"2021-07-26",27.17,34.25,20.99,0.38,1.9,48.25,14.33,387.8,24.38,82,8.91564095901965,14.4517598337917,39.518628707384,2.30637689488743,0.216038568228151,11.296685376609,-10.916685376609,19.62,0.891818181818182,13.26,0.736583070019964,283.543527938993
"839",839,839,"IAH3.2021",271,-92.19854,42.00092,2021,7,27,208,"2021-07-27",27.24,34.71,19.33,0.03,2.59,60,17.75,393.73,24.53,83,8.98014249799982,14.4189499933974,39.3865513177346,1.85628375746003,0.209532352667442,11.3314736911383,-11.3014736911383,19.02,0.864545454545455,15.38,0.758094111114479,274.248428874419
"840",840,840,"IAH3.2021",271,-92.19854,42.00092,2021,7,28,209,"2021-07-28",27.85,32.88,22.43,0.01,2.62,70.31,21.59,420.7,13.93,84,5.10532873651976,14.3854814484166,39.2510976116,1.27658927383099,0.216423279924006,6.45571907810461,-6.44571907810461,19.655,0.893409090909091,10.45,0.731899335966248,282.746637868628
"841",841,841,"IAH3.2021",271,-92.19854,42.00092,2021,7,29,210,"2021-07-29",28.77,34.9,22.85,0.04,2.8,62,20.01,415.12,22.46,85,8.24119053854469,14.351371461497,39.1122862064228,1.84807437349283,0.230197780513413,10.4705797313581,-10.4305797313581,20.875,0.948863636363636,12.05,0.687490848454946,299.58487925875
"842",842,842,"IAH3.2021",271,-92.19854,42.00092,2021,7,30,211,"2021-07-30",23.9,29.39,20.16,1.47,2.39,71.44,17.94,404,8.3,86,3.04920895613922,14.3166372409624,38.9701364548145,1.17294020155486,0.186630000881967,3.78700008190813,-2.31700008190813,16.775,0.7625,9.23,0.853450804230247,240.161589717144
"843",843,843,"IAH3.2021",271,-92.19854,42.00092,2021,7,31,212,"2021-07-31",23.53,29.9,18.06,5.3,1.57,67.88,16.4,401.6,21.37,87,7.86075723941725,14.2812959189352,38.8246684756124,1.27998050209753,0.179043080660901,9.70413853931326,-4.40413853931326,15.98,0.726363636363636,11.84,0.893698117580425,228.215108784585
"844",844,844,"IAH3.2021",271,-92.19854,42.00092,2021,8,1,213,"2021-08-01",22.15,28.91,16.11,0,3.02,54.12,11.46,351.16,24.77,88,9.12345027157907,14.2453645306638,38.6759031858535,1.55454893280404,0.16569844649903,11.1433755111935,-11.1433755111935,14.51,0.659545454545454,12.8,0.981761856007154,206.700239339932
"845",845,845,"IAH3.2021",271,-92.19854,42.00092,2021,8,2,214,"2021-08-02",21.34,27.67,15.3,0,1.52,58.5,11.9,357.08,23.81,89,8.7819064857305,14.208859995069,38.5238623335729,1.3298489297052,0.156898917003309,10.6369884102028,-10.6369884102028,13.485,0.612954545454545,12.37,1.05367890211858,191.606477033505
"846",846,846,"IAH3.2021",271,-92.19854,42.00092,2021,8,3,215,"2021-08-03",23.08,29.91,16.75,0,0.91,52.12,11.62,361.33,23.63,90,8.727967330274,14.171799096522,38.3685685313284,1.69636664842612,0.173034743830508,10.687110623598,-10.687110623598,15.33,0.696818181818182,13.16,0.924448734280626,217.253680149682
"847",847,847,"IAH3.2021",271,-92.19854,42.00092,2021,8,4,216,"2021-08-04",23.19,30.24,15.8,0,2.3,57.75,13.37,374.52,22.03,91,8.14907153029574,14.1341984678566,38.2100452903475,1.51404823597991,0.170229695159711,9.94377938859511,-9.94377938859511,15.02,0.682727272727273,14.44,0.941025197593648,212.295660987206
"848",848,848,"IAH3.2021",271,-92.19854,42.00092,2021,8,5,217,"2021-08-05",21.12,25.18,17.73,3.97,3.31,82.75,17.94,395.03,10.1,92,3.74183049928708,14.096074574617,38.0483170551839,0.559321170413889,0.156647438786194,4.51117164954249,-0.541171649542491,13.455,0.611590909090909,7.45,1.04764582494366,189.662683401472
"849",849,849,"IAH3.2021",271,-92.19854,42.00092,2021,8,6,218,"2021-08-06",25.17,33.37,18.69,0.71,2.51,73.25,18.84,389.69,20.22,93,7.50306050422409,14.0574437005325,37.8834092387691,1.46976808472602,0.19915748044517,9.2914088569737,-8.5814088569737,18.03,0.819545454545455,14.68,0.779669645065585,253.455709920601
"850",850,850,"IAH3.2021",271,-92.19854,42.00092,2021,8,7,219,"2021-08-07",25.15,30.33,21.56,11.93,3.07,81.81,21.62,411.37,12.05,94,4.47883387296037,14.0183219342114,37.7153482577365,0.865607960974325,0.198287233533443,5.53458685868306,6.39541314131694,17.945,0.815681818181818,8.77,0.781182609875252,251.558787109424
"851",851,851,"IAH3.2021",271,-92.19854,42.00092,2021,8,8,220,"2021-08-08",24.17,27.9,20.81,5.17,3.74,84.56,21.2,409.24,15.6,95,5.80830955714504,13.9787251570374,37.5441615678919,0.590310751088249,0.182588758240421,7.10006201023559,-1.93006201023559,16.355,0.743409090909091,7.09,0.854706521371899,228.622049943347
"852",852,852,"IAH3.2021",271,-92.19854,42.00092,2021,8,9,221,"2021-08-09",25.94,32.22,20.88,0.21,2.2,72.75,19.86,398.99,18.86,96,7.0346309415497,13.9386690322512,37.3698776997027,1.32333301082637,0.204551631187696,8.69079263454255,-8.48079263454255,18.55,0.843181818181818,11.34,0.751410729501412,258.56231054826
"853",853,853,"IAH3.2021",271,-92.19854,42.00092,2021,8,10,222,"2021-08-10",27.55,32.29,23.32,3.85,2.34,81,23.76,414.55,14.13,97,5.28012338692645,13.898168995194,37.1925262936714,0.907531475039643,0.218078572484316,6.55330695520225,-2.70330695520225,19.805,0.900227272727273,8.97,0.701750517303408,275.253236949817
"854",854,854,"IAH3.2021",271,-92.19854,42.00092,2021,8,11,223,"2021-08-11",27.96,34.52,20.26,1.89,3.23,71.88,21.83,395.99,20.7,98,7.75002168248917,13.8572402446902,37.0121381354583,1.30899705660885,0.213524734446769,9.58039695264164,-7.69039695264164,19.39,0.881363636363636,14.26,0.714659115249623,268.691888344543
"855",855,855,"IAH3.2021",271,-92.19854,42.00092,2021,8,12,224,"2021-08-12",25.69,34.41,17.72,1.49,1.99,51.69,14.32,366.5,23.47,99,8.80451175229585,13.8158977355389,36.8287451906171,2.10274043827323,0.199516750569799,10.7868967605763,-9.29689676057627,18.065,0.821136363636364,16.69,0.764788139249316,249.58419259251
"856",856,856,"IAH3.2021",271,-92.19854,42.00092,2021,8,13,225,"2021-08-13",22.97,30.93,16.54,0.01,2.34,45.5,9.64,340.39,26.23,100,9.86006122132893,13.7741561720868,36.6423806388031,1.97962220619287,0.17675806970564,11.8931314505867,-11.8831314505867,15.735,0.715227272727273,14.39,0.875383296605453,216.736347367786
"857",857,857,"IAH3.2021",271,-92.19854,42.00092,2021,8,14,226,"2021-08-14",21.4,29.98,12.68,0.06,1.46,46.06,7.56,318.41,27.33,101,10.2953273420903,13.7320300028489,36.4530789073155,1.81135179173324,0.155603275806525,12.1962277097379,-12.1362277097379,13.33,0.605909090909091,17.3,1.03015979016121,183.047959937976
"858",858,858,"IAH3.2021",271,-92.19854,42.00092,2021,8,15,227,"2021-08-15",22.35,30.03,16.15,0,1.99,53.56,11.39,333.81,26.47,102,9.9931935589475,13.6895334161447,36.2608757038339,1.69588576727895,0.170859715497416,11.9532582099894,-11.9532582099894,15.09,0.685909090909091,13.88,0.907192406636494,206.575059249624
"859",859,859,"IAH3.2021",271,-92.19854,42.00092,2021,8,16,228,"2021-08-16",21.72,29.59,13.6,0,2.01,58.19,11.82,337.05,25.85,103,9.78119459385252,13.6466803367143,36.0658080482089,1.46488632652816,0.157823924514429,11.5572197000119,-11.5572197000119,13.595,0.617954545454545,15.99,1.00380142234015,185.526619177631
"860",860,860,"IAH3.2021",271,-92.19854,42.00092,2021,8,17,229,"2021-08-17",24.35,32.33,16.01,0,2.23,64.5,16.09,364.86,24.74,104,9.38304362465254,13.6034844232793,35.8679143031685,1.5029911258831,0.180832231416811,11.2474424823114,-11.2474424823114,16.17,0.735,16.32,0.841279185113129,219.968343124426
"861",861,861,"IAH3.2021",271,-92.19854,42.00092,2021,8,18,230,"2021-08-18",25.72,33.39,18.53,0,1.83,62.5,16.74,381.37,23.49,105,8.93042159265952,13.5599590670113,35.6672342038039,1.73142123317907,0.198440573507779,10.7898880317722,-10.7898880317722,17.96,0.816363636363636,14.86,0.755008856737823,243.536864843523
"862",862,862,"IAH3.2021",271,-92.19854,42.00092,2021,8,19,231,"2021-08-19",26.39,33.15,19.74,0,1.97,66.38,18.8,394.07,22.84,106,8.70487775868862,13.5161173908715,35.4638088856989,1.51659353212285,0.203452636552875,10.5189103969831,-10.5189103969831,18.445,0.838409090909091,13.41,0.732779473617322,249.304785274625
"863",863,863,"IAH3.2021",271,-92.19854,42.00092,2021,8,20,232,"2021-08-20",26.4,32.85,19.73,2.77,3.66,72.25,20.46,403.98,21.52,107,8.22279955231539,13.4719722497838,35.2576809115712,1.23799206478723,0.201839393213772,9.902745344858,-7.132745344858,18.29,0.831363636363636,13.12,0.736575847445807,246.402372448546
"864",864,864,"IAH3.2021",271,-92.19854,42.00092,2021,8,21,233,"2021-08-21",23.67,27.98,16.48,15.09,3.26,67.06,16.46,367.63,24.52,108,9.39382525495896,13.4275362316038,35.0488942962953,0.95272451756178,0.1632543010063,11.0103193291375,4.07968067086249,14.23,0.646818181818182,11.5,0.943607605875179,191.073840575722
"865",865,865,"IAH3.2021",271,-92.19854,42.00092,2021,8,22,234,"2021-08-22",21.55,29.46,13.69,0.05,2.02,57.62,11.9,349.27,24.74,109,9.50386967561713,13.3828216588473,34.8374945301829,1.44667453020821,0.157655399456352,11.0594116699335,-11.0094116699335,13.575,0.617045454545455,15.77,0.985843216121348,181.671804018852
"866",866,866,"IAH3.2021",271,-92.19854,42.00092,2021,8,23,235,"2021-08-23",26.53,34.19,19.43,12.79,2.23,74.19,21.01,416.66,15.25,110,5.87467763215059,13.3378405911397,34.6235286003973,1.3278376893003,0.207294465013957,7.03693363356803,5.75306636643197,18.81,0.855,14.76,0.709082434404025,250.884781519338
"867",867,867,"IAH3.2021",271,-92.19854,42.00092,2021,8,24,236,"2021-08-24",28.18,35.6,22.97,13.5,3.12,75.81,22.73,417.5,14.98,111,5.78728049062618,13.2926048283517,34.4070450103868,1.54416084193454,0.234989023229896,6.99678463617078,6.50321536382922,21.285,0.9675,12.63,0.624505747162401,282.933093771466
"868",868,868,"IAH3.2021",271,-92.19854,42.00092,2021,8,25,237,"2021-08-25",26.97,32.3,22.54,12.39,1.34,81.19,23.17,413.33,16.9,112,6.54837410008729,13.2471259143839,34.1880937972227,0.945609809638759,0.213851224602209,7.82286760492807,4.56713239507193,19.42,0.882727272727273,9.76,0.682138306610911,257.259185257335
"869",869,869,"IAH3.2021",271,-92.19854,42.00092,2021,8,26,238,"2021-08-26",25.25,29.83,20.08,13.86,2.35,82.06,21.76,408.04,5.79,113,2.25032558155086,13.2014151415658,33.9667265467375,0.670353467918858,0.188384888853669,2.64454529091684,11.2154547090832,16.955,0.770681818181818,9.75,0.778614871221811,223.829993725248
"870",870,870,"IAH3.2021",271,-92.19854,42.00092,2021,8,27,239,"2021-08-27",26.77,32.23,22.17,7.58,3.4,79.69,22.66,414.23,18.97,114,7.39589098860641,13.155483555634,33.7429964063601,0.991976282077216,0.211466679098589,8.77120480203904,-1.19120480203904,19.2,0.872727272727273,10.06,0.685181435189271,252.585284268173
"871",871,871,"IAH3.2021",271,-92.19854,42.00092,2021,8,28,240,"2021-08-28",26.44,31.06,23,4.02,3.22,81,22.69,409.87,18.99,115,7.42747605956781,13.1093419612572,33.5169580955553,0.901480306372235,0.209639423491235,8.77276119112077,-4.75276119112077,19.03,0.865,8.06,0.688877664805948,249.470777522725
"872",872,872,"IAH3.2021",271,-92.19854,42.00092,2021,8,29,241,"2021-08-29",23.72,27.56,18.74,0.67,2.36,75.19,18.63,384.46,17.94,116,7.03994035617924,13.063000928074,33.288667913777,0.775877875822649,0.171401297840592,8.10441498380823,-7.43441498380823,15.15,0.688636363636364,8.82,0.862244285681452,197.904464060321
"873",873,873,"IAH3.2021",271,-92.19854,42.00092,2021,8,30,242,"2021-08-30",22.25,28.15,16.52,4.11,1.44,68.69,15.71,355.04,23.41,117,9.21755362319185,13.0164707972128,33.0581837458554,1.06140471674579,0.16416726321842,10.5192931982797,-6.40929319827974,14.335,0.651590909090909,11.63,0.908020285818821,186.591108878046
"874",874,874,"IAH3.2021",271,-92.19854,42.00092,2021,8,31,243,"2021-08-31",19.22,23.11,16.87,1.9,2.22,84.69,16.5,378.75,11.3,118,4.46476113322993,12.969761688263,32.8255650647424,0.497811380276791,0.144774374498349,4.99343825132498,-3.09343825132498,11.99,0.545,6.24,1.08171490310784,155.507442642273
"875",875,875,"IAH3.2021",271,-92.19854,42.00092,2021,9,1,244,"2021-09-01",20.1,26.59,15,0,2.43,70.81,14.02,325.93,23.77,119,9.42524434981135,12.9228835066675,32.5908729315475,0.992196844498366,0.151200462037677,10.5669551249466,-10.5669551249466,12.795,0.581590909090909,11.59,1.00999480317839,165.348294467811
"876",876,876,"IAH3.2021",271,-92.19854,42.00092,2021,9,2,245,"2021-09-02",18.47,23.98,12.89,0.07,3.34,67.94,11.98,351.66,13.04,120,5.1894711329331,12.8758459515092,32.3541699928066,0.832939967364002,0.133013907639454,5.69167978401791,-5.62167978401791,10.435,0.474318181818182,11.09,1.23390953057108,134.359452503999
"877",877,877,"IAH3.2021",271,-92.19854,42.00092,2021,9,3,246,"2021-09-03",20.72,26.45,16.35,13.66,2.55,84.69,17.98,398.96,3.74,121,1.49395626067944,12.8286585236626,32.1155204749284,0.594204174355108,0.15618727995977,1.66982817653106,11.9901718234689,13.4,0.609090909090909,10.1,0.957362576392731,171.904024217079
"878",878,878,"IAH3.2021",271,-92.19854,42.00092,2021,9,4,247,"2021-09-04",19.91,24.7,15.37,0.1,2.57,79.75,16.01,366.39,12.13,122,4.86392430322076,12.7813305342856,31.8749901757769,0.609534496781796,0.145127395172648,5.36204432357524,-5.26204432357524,12.035,0.547045454545455,9.33,1.06201333895186,153.823312980127
"879",879,879,"IAH3.2021",271,-92.19854,42.00092,2021,9,5,248,"2021-09-05",20.77,28.16,12.91,0,2.21,65.75,13.11,336.54,22.82,123,9.18629869434025,12.7338711136265,31.6326464533523,1.14351221251899,0.149099103977884,10.1253317568014,-10.1253317568014,12.535,0.569772727272727,15.25,1.01586526634436,159.619074409308
"880",880,880,"IAH3.2021",271,-92.19854,42.00092,2021,9,6,249,"2021-09-06",22.21,29.92,13.49,0,1.35,65.56,14.08,352.57,22.84,124,9.23122508000376,12.6862892201205,31.3885582115428,1.27808184035753,0.158753535511379,10.2192835679263,-10.2192835679263,13.705,0.622954545454546,16.43,0.925668677133929,173.865593761751
"881",881,881,"IAH3.2021",271,-92.19854,42.00092,2021,9,7,250,"2021-09-07",22.26,28.61,15.37,0.01,4.12,69.38,15.83,357.95,18.56,125,7.53215282986317,12.6385936497546,31.1427958829277,1.0326668124348,0.161183617890757,8.32055044447767,-8.31055044447767,13.99,0.635909090909091,13.24,0.903401976394182,176.813925160067
"882",882,882,"IAH3.2021",271,-92.19854,42.00092,2021,9,8,251,"2021-09-08",18.39,25.35,11.82,0,3.49,62.12,10.1,322.8,21.37,126,8.70890080243612,12.5907930456781,30.8954314086201,1.07396215345653,0.134111882573691,9.33908745905771,-9.33908745905771,10.585,0.481136363636364,13.53,1.18949391078678,133.273544388503
"883",883,883,"IAH4.2021",315,-93.69622,41.99761,2021,4,28,118,"2021-04-28",14.11,19.29,9.65,0.36,3.59,73.38,9.19,358.59,13.82,1,5.15557648590259,13.7320570854735,36.8100501350665,0.555563208986334,0.106628066423861,5.81492161906097,-5.45492161906097,6.47,0.294090909090909,9.64,2.12241995138694,88.8464093430135
"884",884,884,"IAH4.2021",315,-93.69622,41.99761,2021,4,29,119,"2021-04-29",15.36,22.73,7.6,0.08,3.66,53.81,4.8,303.93,25.9,2,9.64279486702855,13.7741760256051,36.9966554285009,1.04364572748308,0.110901312804459,10.9744799416571,-10.8944799416571,7.365,0.325681818181818,15.13,1.87022077740735,101.446806428582
"885",885,885,"IAH4.2021",315,-93.69622,41.99761,2021,4,30,120,"2021-04-30",15.5,22.69,8.08,0,3.23,47.44,3.45,312.16,26.12,3,9.70603118821131,13.8159103153255,37.1801378378639,1.13556050015562,0.112283947902164,11.0917048784606,-11.0917048784606,7.385,0.335681818181818,14.61,1.87080708399804,102.030497678679
"886",886,886,"IAH4.2021",315,-93.69622,41.99761,2021,5,1,121,"2021-05-01",21.13,30.2,11.61,0,6.02,53.5,9.49,326.39,28.06,4,10.4076414853054,13.8572455064992,37.3604634115581,1.64276574588682,0.152097006130723,12.4840277532931,-12.4840277532931,12.905,0.586590909090909,18.59,1.07378888078258,178.827753261372
"887",887,887,"IAH4.2021",315,-93.69622,41.99761,2021,5,2,122,"2021-05-02",21.52,29.12,14.59,3.71,4.59,70.31,15.24,354.51,25.41,5,9.40796493675284,13.8981668952492,37.53759959592,1.11528269299252,0.16002863868756,11.3809337778869,-7.67093377788686,13.855,0.629772727272727,14.53,1.00311561856725,192.559102333678
"888",888,888,"IAH4.2021",315,-93.69622,41.99761,2021,5,3,123,"2021-05-03",16.87,19.58,10.58,3.28,4.3,75.5,12.26,359.63,11.14,6,4.11748682880588,13.9386595273425,37.7115152010403,0.350540203971214,0.110371000750613,4.71631464180147,-1.43631464180147,7.08,0.321818181818182,9,1.96873722137606,98.6857094535849
"889",889,889,"IAH4.2021",315,-93.69622,41.99761,2021,5,4,124,"2021-05-04",11.5,17.92,6.29,0,4.33,49.69,0.51,280.62,27.18,7,10.0295517663733,13.978708204623,37.8821803657772,0.869965678829298,0.0931189906804189,11.1428515212407,-11.1428515212407,4.96,0.186590909090909,11.63,2.81828794448044,69.3343926949301
"890",890,890,"IAH4.2021",315,-93.69622,41.99761,2021,5,5,125,"2021-05-05",12.4,19.54,4.3,0.05,1.7,52.81,1.9,302.95,24.15,8,8.89739136049809,14.0182974925254,38.0495665221066,0.850922385646533,0.0921267401668059,9.87910784015866,-9.82910784015866,5.77,0.178181818181818,15.24,2.42951429679816,80.8855765318715
"891",891,891,"IAH4.2021",315,-93.69622,41.99761,2021,5,6,126,"2021-05-06",11.55,17.65,4.87,0.04,4.4,53.5,1.11,309.38,24.4,9,8.97587325109882,14.0574117286991,38.2136463589509,0.779748388766867,0.0886598633451795,9.90228356866634,-9.86228356866635,4.825,0.148181818181818,12.78,2.91345320802054,67.8270115909732
"892",892,892,"IAH4.2021",315,-93.69622,41.99761,2021,5,7,127,"2021-05-07",12.67,19.12,6.77,0.06,3.51,47.38,0.3,278.66,29.09,10,10.6856061725416,14.0960350327698,38.3743937856306,0.975724624794543,0.0977396689597399,12.0411733294331,-11.9811733294331,5.56,0.224772727272727,12.35,2.53525809941903,78.3739547822001
"893",893,893,"IAH4.2021",315,-93.69622,41.99761,2021,5,8,128,"2021-05-08",7.32,12.92,1.89,13.57,5.23,71.38,1.94,327.52,5.92,11,2.1715624697277,14.134151317264,38.5317838950749,0.392398284410331,0.0705513470933612,2.2793308410386,11.2906691589614,2.46,-0.0270454545454545,11.03,5.74558996636748,34.7700122404694
